areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09
Greenwich Village,Manhattan,neighborhood,1687000.000,1750000.000,1699000.000,1725000.000,1699000.000,1699000.000,1590000.000,1589000.000,1699500.000,2200000.000,2172500.000,2375000.000,2372500.000,1899000.000,1650000.000,1692500.000,1835000.000,1995000.000,2125000.000,1875000.000,1899000.000,2000000.000,2507500.000,2900000.000,2000000.000,2195000.000,2450000.000,2482500.000,2475000.000,2507500.000,2507500.000,2625000.000,2450000.000,2595000.000,2622500.000,2372500.000,2295000.000,1500000.000,1597500.000,1795000.000,2125000.000,2997000.000,3995000.000,3872500.000,3995000.000,3850000.000,5550000.000,6100000.000,5950000.000,5950000.000,5852000.000,5950000.000,5650000.000,5950000.000,5901000.000,5970000.000,5950000.000,5901000.000,5990000.000,6100000.000,6460000.000,6520000.000,6680000.000,6410000.000,6040000.000,6100000.000,6470000.000,6587500.000,6470000.000,6385000.000,6420000.000,6420000.000,6552500.000,6552500.000,6050000.000,6370000.000,6395000.000,6050000.000,5650000.000,6000000.000,6420000.000,6445000.000,6420000.000,6660000.000,6470000.000,5672500.000,5100000.000,5247500.000,5395000.000,5595000.000,4800000.000,4900000.000,4975000.000,4900000.000,4137500.000,4175000.000,4137500.000,4100000.000,3985000.000,3995000.000,3975000.000,3999000.000,4000000.000,3950000.000,3962500.000,4225000.000,4225000.000,4300000.000,4262500.000,4247500.000,4375000.000,4982500.000,4912500.000,4450000.000,3995000.000,4245000.000,4547500.000,4450000.000,4450000.000,4137500.000,4500000.000,4197500.000,3975000.000,3725000.000,3950000.000,4000000.000,3997500.000,4000000.000,3575000.000,3500000.000,3950000.000,3950000.000,3795000.000,3995000.000,4197500.000,4500000.000,5175000.000,5175000.000,4950000.000,4500000.000,4550000.000,3550000.000,3600000.000,3950000.000,4247500.000,5095000.000,3950000.000,4922500.000,5400000.000,5450000.000,5400000.000,5297500.000,5095000.000,4972500.000,4447500.000,4972500.000,5122500.000,4950000.000,3997500.000,3472500.000,3835000.000,3835000.000,3447500.000,3750000.000,3862500.000
Greenwood,Brooklyn,neighborhood,549000.000,549000.000,549000.000,558261.000,552774.000,552774.000,563748.000,550000.000,524500.000,559000.000,499000.000,494000.000,494000.000,527000.000,494000.000,499000.000,489000.000,479000.000,509570.000,479000.000,509000.000,499000.000,497000.000,495000.000,499000.000,479000.000,479000.000,507000.000,514999.000,535000.000,525000.000,514999.000,536000.000,534999.000,524999.000,549000.000,,,570000.000,502500.000,442500.000,450000.000,,,,,,,,,,,639000.000,575000.000,575000.000,,,,,,,,,535000.000,793500.000,949000.000,840000.000,949000.000,869500.000,869500.000,949000.000,949000.000,949000.000,949000.000,949000.000,960000.000,969500.000,989000.000,989000.000,949000.000,1054500.000,969000.000,989000.000,999000.000,999000.000,999000.000,999000.000,999000.000,995000.000,899000.000,822500.000,822500.000,870000.000,1049000.000,1100000.000,1105000.000,1090000.000,999000.000,1090000.000,1050000.000,1085000.000,1024500.000,975000.000,895000.000,760000.000,860000.000,825000.000,924500.000,899000.000,799000.000,800000.000,799500.000,799000.000,795000.000,849182.000,822000.000,779500.000,710000.000,825000.000,849182.000,835000.000,845000.000,949500.000,1049000.000,1089000.000,1112000.000,999500.000,999000.000,1079000.000,1099000.000,1150000.000,1197500.000,1220000.000,1225000.000,1175000.000,1012000.000,925000.000,825000.000,997000.000,699000.000,652500.000,655000.000,684000.000,655000.000,677000.000,677000.000,757500.000,850000.000,1096500.000,1096500.000,1064000.000,1073500.000,1073500.000,1079000.000,1024000.000,1024000.000,999000.000,1162500.000,1130000.000,1212500.000,1200000.000,1195000.000,1200000.000,1185000.000,1185000.000
Hamilton Heights,Manhattan,neighborhood,475000.000,490000.000,489000.000,488000.000,470000.000,491000.000,504500.000,499000.000,491000.000,491000.000,470000.000,420000.000,439000.000,479500.000,537500.000,589000.000,565000.000,550000.000,537500.000,549000.000,549500.000,549500.000,525000.000,559500.000,572500.000,550000.000,579000.000,550000.000,550000.000,545000.000,547500.000,559500.000,559500.000,539000.000,474000.000,409000.000,472000.000,539000.000,569000.000,585000.000,580000.000,592000.000,592000.000,585000.000,599000.000,729750.000,564500.000,564500.000,564000.000,524000.000,489000.000,495000.000,529500.000,580000.000,562500.000,529500.000,655000.000,649000.000,625000.000,599000.000,550000.000,500000.000,610000.000,659500.000,715000.000,715000.000,747220.000,726440.000,747220.000,835000.000,,,844475.000,849500.000,849000.000,838950.000,806500.000,773000.000,754000.000,,,,,,875000.000,877000.000,882000.000,885000.000,859000.000,854500.000,854500.000,975000.000,662000.000,654000.000,585000.000,619500.000,662500.000,644556.000,632000.000,585000.000,596000.000,615500.000,710000.000,855000.000,785000.000,785000.000,699500.000,785000.000,818000.000,862500.000,834000.000,834000.000,818000.000,818000.000,804500.000,825000.000,842000.000,842000.000,842000.000,859000.000,842000.000,825000.000,999000.000,1099000.000,1099000.000,942000.000,835000.000,835000.000,732000.000,732000.000,757500.000,750000.000,762500.000,674000.000,674000.000,699000.000,594500.000,590000.000,590000.000,555000.000,599000.000,599500.000,612500.000,662500.000,700000.000,700000.000,725000.000,762000.000,849000.000,875000.000,849000.000,635000.000,725000.000,,,,488750.000,,,533750.000,,,,,575000.000
Highbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Beach,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385000.000,399000.000,,,,,406500.000,,,,,,,,,,,,,,,,,,,
Hunts Point,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwood,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,235000.000,250000.000,,,,212500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Heights,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465000.000,493500.000,,558500.000,649000.000,649000.000,,,,,,,,,,,599000.000,600000.000,643500.000,618500.000,638000.000,699000.000,699000.000,,558888.000,598444.000,,,,,,,,,,,,,,,,,,487000.000,540000.000,602000.000,495000.000,477000.000,477500.000,475000.000,452500.000,452500.000,450000.000,450000.000,450000.000,448500.000,469000.000,,525000.000,512000.000,608500.000,579000.000,589000.000,579000.000,579000.000,569000.000,539000.000,569000.000,599000.000,574000.000,549000.000,,567000.000,598500.000,598000.000,598000.000,599000.000,599000.000,
Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica Estates,Queens,neighborhood,,,,399000.000,,409000.000,409000.000,389000.000,386500.000,384000.000,384000.000,384000.000,384000.000,384000.000,384000.000,384000.000,384000.000,384000.000,384000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington,Brooklyn,neighborhood,355000.000,,,,,,,,,,,,,,459000.000,449500.000,449000.000,449000.000,449500.000,449500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975000.000,980000.000,,894000.000,,,,,,,,894000.000,862500.000,884500.000,,,,,,,,,,980000.000,967500.000,967500.000,,,850000.000,867500.000,890000.000,900000.000,905000.000,902500.000,900000.000,,,,,897000.000,897000.000,776250.000,767500.000,785000.000,765000.000,765000.000,717000.000,745000.000,760000.000,745000.000,745000.000,755000.000,799000.000,799000.000,799000.000,799000.000,799000.000,759000.000,799000.000,799000.000,799000.000,799000.000,,,,,,,,,950000.000,816000.000,914500.000,794000.000,789000.000,,,,,,,,759000.000,727000.000,644500.000,599000.000,667000.000,639000.000,735000.000,775000.000,735000.000,672500.000,695000.000,695000.000,570000.000,570000.000,610000.000,650000.000,650000.000,650000.000,682000.000
Kew Gardens,Queens,neighborhood,,,,,,,,529000.000,,,,,574000.000,549000.000,539000.000,449000.000,429000.000,429000.000,429000.000,,,,,,,,,,,,,,,,,,,,,,427000.000,,,,,419000.000,419000.000,404000.000,404000.000,389000.000,389000.000,,,,475000.000,450000.000,539000.000,,,,,564000.000,599000.000,599000.000,599000.000,550000.000,544500.000,544500.000,544500.000,534000.000,529000.000,534000.000,584000.000,539000.000,561500.000,,,,608265.000,534660.000,608265.000,468720.000,468860.000,,,,,,,,,,,,,,652500.000,,557500.000,542444.000,533944.000,,,,485000.000,532000.000,599999.000,,,542000.000,539500.000,504000.000,,,,,504000.000,529000.000,529000.000,,541500.000,,509000.000,457000.000,489000.000,421500.000,425000.000,520000.000,520000.000,418000.000,497500.000,419500.000,419500.000,432000.000,457444.000,439000.000,475888.000,475888.000,535000.000,525000.000,530000.000,525000.000,452500.000,500000.000,502000.000,497000.000,499000.000,485000.000,524500.000,559000.000,566444.000,550000.000,550000.000,475000.000,,,,,,,,584807.000,595725.000,620165.000,598000.000
Kew Gardens Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000.000,,,,,,,,,,467777.000,,,,,,,,,,,,,,,,,,,,,599000.000,599000.000,549888.000,,,,,,,,,,,,,,436944.000,448500.000,429000.000,410000.000,,,,623500.000,628000.000,680500.000,628000.000,628000.000,614000.000,,603500.000,,,,,,,,,,,,,,,,,,,,,,523500.000,538500.000
Kingsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laconia,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurelton,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Italy,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497500.000,,2695000.000,2322500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,2900000.000,2750000.000,,,2550000.000,2550000.000,,,,,,,,2897500.000,2782500.000,2800000.000,2765000.000,2750000.000,2550000.000,2450000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499500.000,,,,,1545000.000,1917500.000,1605000.000,1470000.000,1542500.000,2250000.000,2372500.000,2250000.000,2372500.000,1960000.000,,,,,,,,,,,,,,
Little Neck,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island City,Queens,neighborhood,675000.000,680000.000,675000.000,675000.000,675000.000,686000.000,686000.000,734000.000,697500.000,699000.000,699000.000,685000.000,695000.000,699000.000,687000.000,680000.000,675000.000,685000.000,686000.000,710000.000,699000.000,699500.000,727000.000,746000.000,750000.000,750000.000,769000.000,778500.000,786250.000,785000.000,790000.000,790000.000,787500.000,782000.000,790000.000,795000.000,795444.000,795888.000,792500.000,785000.000,792500.000,749000.000,765000.000,807900.000,835000.000,845000.000,800800.000,845000.000,860000.000,907000.000,860000.000,885000.000,945000.000,855000.000,863500.000,851500.000,851500.000,845000.000,950000.000,872500.000,924500.000,899000.000,925000.000,827500.000,995000.000,984000.000,988000.000,978000.000,1127500.000,985000.000,995000.000,990000.000,1130000.000,1115000.000,995000.000,1100000.000,1130000.000,1050000.000,998000.000,993000.000,938000.000,1070000.000,1060000.000,1100000.000,1125000.000,1130000.000,1132500.000,1190000.000,1190000.000,1190000.000,1192500.000,1192500.000,1125000.000,1155000.000,1225000.000,1251000.000,1279705.000,1170000.000,1055000.000,1050000.000,1050000.000,1050000.000,1097500.000,995850.000,990000.000,1001700.000,1095000.000,1170000.000,1210000.000,1140000.000,995000.000,1103632.000,1100000.000,1082000.000,1107588.000,1107588.000,1120000.000,1109850.000,1139805.000,1101292.000,1090000.000,1079393.000,1105996.000,1110700.000,1112850.000,1100646.000,1105996.000,1120000.000,1150000.000,1126500.000,1115000.000,1058253.000,1049620.000,1057320.000,1109945.000,1150000.000,1091773.000,1110000.000,1088421.000,1088421.000,1075712.000,1057320.000,1075356.000,1149900.000,1157492.000,1206266.000,1229682.000,1150000.000,1171900.000,1140000.000,1150000.000,1150000.000,1050000.000,1150000.000,1145515.000,1150000.000,1150000.000,1180000.000,1179372.000,1180000.000,1195000.000,1195000.000,1245936.000,1186661.000,1198000.000
Longwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower East Side,Manhattan,neighborhood,1050000.000,999000.000,1025000.000,900000.000,862500.000,865000.000,925000.000,925000.000,1037250.000,1037500.000,1037500.000,1037500.000,1037500.000,982500.000,1000000.000,965000.000,987500.000,1027500.000,1000000.000,998500.000,997000.000,965000.000,985000.000,995000.000,975000.000,985000.000,965000.000,927000.000,955000.000,889000.000,828313.000,841938.000,945000.000,950000.000,996000.000,996000.000,1199000.000,1197000.000,1360000.000,1199000.000,1151500.000,1195000.000,1199000.000,1197000.000,1195000.000,1199000.000,1108000.000,1104000.000,1195000.000,1195000.000,1108000.000,1042500.000,1115000.000,1350000.000,1195000.000,1195000.000,1710000.000,1800000.000,1800000.000,1755000.000,1800000.000,1500000.000,1550000.000,1950000.000,1750000.000,1875000.000,2100000.000,2050000.000,2050000.000,1998000.000,1875000.000,1525000.000,1795000.000,1825000.000,1572500.000,1362500.000,1512500.000,1512500.000,1895000.000,1750000.000,1635500.000,1825000.000,1950000.000,2031000.000,2200000.000,2115000.000,2145000.000,2262500.000,2275000.000,2262500.000,2150000.000,2162500.000,2197500.000,2200000.000,2200500.000,2172500.000,2172500.000,2195000.000,2150000.000,2150000.000,2150000.000,2150000.000,2120040.000,2111000.000,2013000.000,2115080.000,2195000.000,2154500.000,2147500.000,2147500.000,2041000.000,2135000.000,1995000.000,1950000.000,2047500.000,1990000.000,2125040.000,1992500.000,1970000.000,1995000.000,2130040.000,2077540.000,2019999.000,2053500.000,2046000.000,2052000.000,2115080.000,1995000.000,1950000.000,1895000.000,1880785.000,1895000.000,1895000.000,1895000.000,1855000.000,1900000.000,1850000.000,1755000.000,1790000.000,1895000.000,1755000.000,1835000.000,1800000.000,1932500.000,2072500.000,1795000.000,1800000.000,1800000.000,1780000.000,1760000.000,1750000.000,1760000.000,1779500.000,1800000.000,1797000.000,1854000.000,1795000.000,1828000.000,1927500.000,1985000.000,1998000.000,2067500.000,1950000.000,1982500.000,1950000.000
Manhattan,Manhattan,borough,1329000.000,1300000.000,1299000.000,1275000.000,1275000.000,1250000.000,1245000.000,1200000.000,1199000.000,1250000.000,1207500.000,1200000.000,1190000.000,1200000.000,1199000.000,1220000.000,1200000.000,1195000.000,1199000.000,1200000.000,1245000.000,1275000.000,1295000.000,1295000.000,1290000.000,1298000.000,1325000.000,1300000.000,1314500.000,1330000.000,1299000.000,1303000.000,1395000.000,1395000.000,1400000.000,1416225.000,1475000.000,1495000.000,1565000.000,1595000.000,1595000.000,1680000.000,1750000.000,1750000.000,1825000.000,1880000.000,1950000.000,2100000.000,2077000.000,1995000.000,1992900.000,2010000.000,2075000.000,2064500.000,2100000.000,2114750.000,2250000.000,2300000.000,2399000.000,2535000.000,2520000.000,2500000.000,2495000.000,2450000.000,2475000.000,2495000.000,2525000.000,2599000.000,2595000.000,2595000.000,2695000.000,2750000.000,2700000.000,2544990.000,2500000.000,2500000.000,2495000.000,2450000.000,2498000.000,2500000.000,2495000.000,2495000.000,2498000.000,2550000.000,2500000.000,2499995.000,2399000.000,2400000.000,2385000.000,2350000.000,2349000.000,2300000.000,2326000.000,2300000.000,2375000.000,2375000.000,2349000.000,2295000.000,2275000.000,2245000.000,2195000.000,2125000.000,2115000.000,2100000.000,2115040.000,2100000.000,2195000.000,2225000.000,2195000.000,2195000.000,2100000.000,2150000.000,2199000.000,2120000.000,2100000.000,2050000.000,2100000.000,2106000.000,2150000.000,2195000.000,2250000.000,2200000.000,2200000.000,2240000.000,2182995.000,2150000.000,1995000.000,1950000.000,1900000.000,1900000.000,1899000.000,1900000.000,1945000.000,1950000.000,1945000.000,1950000.000,1950000.000,1900000.000,1990000.000,1995000.000,1999900.000,2100000.000,2100000.000,2195000.000,2231000.000,2100000.000,2000000.000,1995000.000,1999725.000,1995000.000,2000000.000,2075000.000,2250000.000,2275000.000,2295000.000,2350000.000,2299000.000,2295000.000,2250000.000,2250000.000,2250000.000,2199950.000,2205000.000,2250000.000,2250000.000
Manhattan Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marble Hill,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720000.000,,655000.000,655000.000,655000.000,655000.000,645000.000,,,,,,,,,,,,,,,625500.000,,,630000.000,626000.000,626000.000,625500.000,620000.000,600000.000,600000.000,,,,,,,,,,,,,,,,,,,,
Maspeth,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melrose,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496942.000,510124.000,523900.000,498000.000,504999.000,534450.000,547500.000,529450.000,510000.000,516950.000,529450.000,535000.000,526950.000,535000.000,530000.000,520000.000,520000.000,520000.000,520000.000,529000.000,527000.000,524500.000,520000.000,524500.000,520000.000,520000.000,498000.000,498000.000,498000.000,498500.000,498000.000,495000.000,,,,527000.000,509000.000,519500.000,508500.000,498000.000,492000.000,498000.000,486000.000,486000.000,478000.000,,,,,,498500.000,498500.000,,,
Midtown,Manhattan,neighborhood,1382500.000,1390250.000,1417500.000,1395000.000,1495000.000,1370000.000,1350000.000,1399000.000,1299000.000,1399000.000,1370250.000,1300000.000,1310000.000,1445000.000,1390500.000,1287500.000,1250000.000,1199000.000,1199000.000,1215000.000,1250000.000,1299500.000,1294750.000,1300000.000,1395000.000,1373750.000,1397500.000,1395000.000,1350000.000,1350000.000,1404750.000,1460500.000,1557250.000,1495000.000,1450000.000,1395000.000,1299500.000,1404750.000,1584500.000,1600000.000,1565500.000,1960000.000,2045000.000,2300000.000,2349950.000,1950000.000,2264500.000,2300000.000,2050000.000,2279000.000,2147500.000,2295000.000,2495000.000,2850000.000,2850000.000,2530000.000,2530000.000,2499500.000,2397500.000,2500000.000,2500000.000,2375000.000,2500000.000,2595000.000,2545000.000,2595000.000,2675000.000,2800000.000,2847500.000,3200000.000,3350000.000,3495000.000,3962500.000,3567500.000,3400000.000,3497500.000,3495000.000,3395000.000,3542500.000,3550000.000,3400000.000,3265000.000,3280000.000,3450000.000,3502500.000,3550000.000,3570000.000,3399999.000,3295000.000,3325000.000,3399999.000,3340000.000,3147500.000,3280000.000,3280000.000,3291500.000,3275000.000,3450000.000,3280000.000,3255000.000,3027500.000,2750000.000,2722500.000,2750000.000,2997000.000,2999000.000,3055000.000,2995000.000,2995000.000,2990000.000,2750000.000,2750000.000,2750000.000,2862500.000,2800000.000,2950000.000,2995000.000,2925000.000,2795000.000,2950000.000,4025000.000,4497500.000,4750000.000,4500000.000,3595000.000,3069000.000,2935000.000,2512500.000,2499500.000,2935000.000,2525000.000,2300000.000,2300000.000,2325000.000,2320000.000,2325000.000,2310000.000,2600000.000,2700000.000,3150000.000,2997000.000,2899000.000,2650000.000,3200000.000,3537500.000,3400000.000,3200000.000,2957500.000,2899000.000,2924500.000,2950000.000,3177500.000,3022500.000,3177500.000,2990000.000,3195000.000,3200000.000,3150000.000,3150000.000,3177500.000,3312500.000,3272500.000,3297500.000,3375000.000,3250000.000
